,document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
12,12,0.02288805659592176,0.03370786516853932,0.03245942571785268,0.03121098626716604,0.026217228464419477,0.01955888472742405,0.02080732417811069,0.018726591760299626,0.022888056595921764,0.03370786516853932,0.019975031210986264,0.2488555971702039,0.32584269662921345,0.018726591760299626,0.01747815230961298,0.014565126924677485,0.028297960882230543,0.06408655846858093
13,13,0.015942028985507242,0.01545893719806763,0.41207729468599025,0.041062801932367145,0.02270531400966183,0.017391304347826084,0.019323671497584537,0.08599033816425118,0.041545893719806756,0.06473429951690818,0.023671497584541058,0.06811594202898548,0.014975845410628017,0.06280193236714973,0.028502415458937193,0.014009661835748793,0.026570048309178737,0.025120772946859903
14,14,0.015564202334630354,0.07738867271941202,0.047557284911370526,0.015996541288370088,0.2451361867704281,0.03934284479031562,0.01469952442715089,0.02723735408560312,0.018590575010808477,0.14613056636402944,0.020319930825767406,0.11240812797233032,0.036748811067877224,0.034154777345438835,0.02075226977950714,0.05577172503242542,0.050583657587548646,0.0216169476869866
15,15,0.04018040180401803,0.012710127101271012,0.01968019680196802,0.027880278802788025,0.029930299302993024,0.04018040180401803,0.029930299302993024,0.04018040180401803,0.019270192701927022,0.025010250102501023,0.09307093070930705,0.018040180401804017,0.03485034850348503,0.01353013530135301,0.4751947519475195,0.03321033210332103,0.020500205002050017,0.026650266502665023
16,16,0.01924473493100944,0.03885257806826434,0.021423384168482208,0.05773420479302831,0.048656499636891774,0.04175744371822802,0.035947712418300644,0.3747276688453159,0.02832244008714596,0.039578794480755256,0.02832244008714596,0.035221496005809726,0.03703703703703703,0.06753812636165575,0.01706608569353667,0.04284676833696441,0.021423384168482208,0.04429920116194624
17,17,0.1299081035923141,0.015873015873015872,0.023391812865497075,0.02548036758563075,0.01670843776106934,0.01545530492898914,0.023809523809523808,0.01879699248120301,0.020885547201336674,0.02756892230576441,0.06641604010025062,0.022138680033416874,0.022974101921470348,0.017543859649122806,0.36466165413533835,0.13241436925647454,0.022138680033416878,0.03383458646616541
18,18,0.060468631897203313,0.01436130007558579,0.08465608465608465,0.057445200302343145,0.01625094482237339,0.013605442176870748,0.013983371126228269,0.11337868480725623,0.017762660619803475,0.04761904761904761,0.020408163265306124,0.018518518518518517,0.02380952380952381,0.09863945578231292,0.02758881330309902,0.018140589569160998,0.022297808012093724,0.3310657596371882
19,19,0.08812260536398468,0.017879948914431676,0.13367390378884633,0.025542784163473827,0.02213707960834398,0.26053639846743304,0.06002554278416347,0.018305661983822906,0.04853128991060025,0.03703703703703704,0.032354193273733504,0.019582801191996596,0.022137079608343983,0.08939974457215837,0.014899957428693064,0.053214133673903784,0.0434227330779055,0.013197105151128142
20,20,0.014949494949494947,0.01575757575757576,0.04727272727272727,0.08161616161616159,0.05979797979797978,0.12363636363636363,0.12727272727272726,0.07313131313131312,0.02424242424242424,0.04202020202020201,0.012525252525252526,0.044848484848484846,0.01818181818181818,0.18989898989898987,0.025050505050505052,0.021010101010101007,0.06060606060606059,0.01818181818181818
21,21,0.024801587301587304,0.029761904761904767,0.01636904761904762,0.017857142857142856,0.021825396825396824,0.027281746031746035,0.017857142857142856,0.02628968253968254,0.03968253968253969,0.013392857142857146,0.03869047619047619,0.03918650793650794,0.45684523809523814,0.0808531746031746,0.026785714285714288,0.07539682539682539,0.021825396825396824,0.025297619047619048
22,22,0.043186582809224314,0.029769392033542973,0.039832285115303984,0.05031446540880502,0.015932914046121592,0.24360587002096432,0.057861635220125766,0.03731656184486373,0.21761006289308174,0.05199161425576518,0.025157232704402517,0.01761006289308176,0.03060796645702306,0.03563941299790356,0.036897274633123686,0.012578616352201259,0.03773584905660377,0.01635220125786163
23,23,0.035242290748898675,0.24816446402349482,0.0709740577581987,0.0298580518844836,0.027410670582476742,0.08125305922662748,0.08027410670582473,0.027410670582476742,0.04601076847772882,0.04013705335291237,0.025942241801272633,0.018600097895252073,0.039647577092511,0.06216348507097403,0.028879099363680858,0.04943710230053841,0.052863436123348005,0.035731767009300044
24,24,0.011469534050179213,0.05412186379928315,0.03512544802867384,0.013261648745519716,0.03691756272401434,0.5132616487455198,0.056272401433691756,0.01612903225806452,0.05376344086021505,0.01935483870967742,0.012544802867383513,0.029390681003584235,0.018996415770609322,0.03333333333333333,0.011469534050179213,0.013261648745519716,0.05304659498207885,0.01827956989247312
25,25,0.027777777777777787,0.057189542483660136,0.03921568627450981,0.03758169934640524,0.02001633986928105,0.07434640522875817,0.017973856209150332,0.0559640522875817,0.1879084967320262,0.013071895424836605,0.01879084967320262,0.01756535947712419,0.04779411764705883,0.15318627450980396,0.1319444444444445,0.04616013071895425,0.026552287581699353,0.026960784313725495
26,26,0.02249212775528565,0.022042285200179937,0.09086819613135401,0.017543859649122806,0.04633378317588844,0.04183535762483131,0.01934322986954566,0.018893387314439947,0.017543859649122806,0.29959514170040485,0.07197480881691407,0.148897885739991,0.03598740440845704,0.017543859649122806,0.015744489428699954,0.03643724696356275,0.044534412955465584,0.032388663967611336
27,27,0.06684373616644532,0.01726427622841966,0.031429836210712714,0.03585657370517928,0.09783089862771138,0.04072598494909253,0.020362992474546263,0.05533421868083222,0.026117751217352818,0.039397963700752554,0.030101814962372735,0.022576361221779553,0.051792828685258974,0.037184594953519265,0.31297034085878717,0.04116865869853918,0.04471004869411245,0.028331119964586107
28,28,0.06093189964157704,0.023297491039426525,0.0300179211469534,0.05555555555555553,0.0336021505376344,0.017025089605734768,0.021953405017921146,0.013440860215053764,0.028673835125448025,0.016129032258064516,0.09498207885304656,0.027329749103942653,0.03897849462365591,0.013888888888888888,0.439068100358423,0.039874551971326166,0.018817204301075266,0.026433691756272398
29,29,0.01466813348001467,0.030436376971030438,0.09204253758709204,0.2544921158782545,0.15144847818115145,0.01686835350201687,0.03483681701503484,0.053538687202053535,0.05537220388705536,0.01686835350201687,0.019801980198019806,0.01613494682801614,0.019435276861019438,0.01246791345801247,0.09680968096809682,0.02713604693802714,0.056839017235056834,0.030803080308030806
30,30,0.013717421124828537,0.02697759487882945,0.06127114769090077,0.020576131687242802,0.0566986739826246,0.020576131687242802,0.10791037951531779,0.01691815272062186,0.0256058527663466,0.18335619570187475,0.07041609510745314,0.10653863740283494,0.09465020576131689,0.03612254229538181,0.01828989483310471,0.03657978966620942,0.0877914951989026,0.016003657978966624
31,31,0.160188457008245,0.012563800549666274,0.02198665096191598,0.0447585394581861,0.017275225755791126,0.01099332548095799,0.022771888496270123,0.04829210836277973,0.020808794660384766,0.021594032194738908,0.07499018453082056,0.030624263839811542,0.019630938358853555,0.023557126030624268,0.3961523360816647,0.035728307813113466,0.0149195131527287,0.023164507263447192
32,32,0.06068376068376067,0.019230769230769232,0.023931623931623933,0.06239316239316238,0.01452991452991453,0.017948717948717947,0.021794871794871794,0.06837606837606837,0.01452991452991453,0.03717948717948718,0.0547008547008547,0.046153846153846156,0.02948717948717949,0.10982905982905983,0.25641025641025644,0.10769230769230768,0.023504273504273508,0.03162393162393163
33,33,0.025831564048124558,0.019108280254777076,0.015923566878980895,0.0824486907289455,0.03786270346779901,0.044585987261146494,0.030785562632696394,0.02653927813163482,0.013800424628450108,0.023354564755838643,0.05909412597310686,0.020877565463552725,0.021231422505307858,0.02653927813163482,0.4451521585279548,0.044585987261146494,0.028662420382165606,0.033616418966737435
34,34,0.02911877394636015,0.018773946360153258,0.030268199233716476,0.07203065134099616,0.048659003831417615,0.11149425287356322,0.021072796934865905,0.037547892720306515,0.016475095785440614,0.07203065134099616,0.01839080459770115,0.027203065134099615,0.017241379310344827,0.04061302681992337,0.3490421455938697,0.027586206896551724,0.029501915708812262,0.03295019157088123
35,35,0.012475633528265107,0.31072124756335284,0.03391812865497076,0.04834307992202728,0.014814814814814814,0.02105263157894737,0.02300194931773879,0.03742690058479532,0.025341130604288498,0.034307992202729044,0.10760233918128655,0.018323586744639377,0.03313840155945419,0.15594541910331383,0.017933723196881093,0.06198830409356724,0.023781676413255362,0.019883040935672513
36,36,0.09033078880407122,0.0186598812553011,0.017387616624257845,0.2845631891433418,0.07209499575911787,0.07591178965224765,0.03265479219677692,0.036047497879558944,0.037743850720949955,0.023324851569126375,0.0797285835453774,0.025445292620865135,0.025021204410517386,0.016539440203562336,0.0754877014418999,0.02035623409669211,0.026293469041560644,0.042408821034775224
37,37,0.23767476085356884,0.015084621044885947,0.03274466519499633,0.02869757174392936,0.06990434142752022,0.022075055187637974,0.028329654157468732,0.020235467255334805,0.02980132450331126,0.04966887417218542,0.03899926416482708,0.016556291390728478,0.025754231052244298,0.01913171449595291,0.2877115526122149,0.018395879323031643,0.042310522442972766,0.01692420897718911
38,38,0.019984012789768187,0.014788169464428458,0.16266986410871304,0.05355715427657873,0.023980815347721826,0.049560351718625086,0.022781774580335735,0.016386890487609912,0.2238209432454037,0.03477218225419664,0.051159072741806554,0.02797761790567546,0.014788169464428458,0.1830535571542766,0.013189448441247002,0.018784972022382097,0.04916067146282972,0.01958433253397282
39,39,0.025542784163473817,0.02085994040017028,0.01617709663686675,0.11919965942954447,0.04980842911877392,0.03277990634312473,0.01958280119199659,0.024691358024691353,0.03320561941251596,0.014474244359301829,0.4912728820774798,0.02085994040017028,0.03065134099616858,0.014474244359301829,0.028097062579821197,0.020434227330779056,0.025542784163473817,0.012345679012345678
40,40,0.010669610007358353,0.015452538631346577,0.019131714495952905,0.01582045621780721,0.016556291390728475,0.03458425312729948,0.030537159676232523,0.02097130242825607,0.20345842531272992,0.015084621044885943,0.032376747608535685,0.023178807947019864,0.011405445180279618,0.022442972774098596,0.02501839587932303,0.42052980132450335,0.037527593818984545,0.04525386313465782
41,41,0.018124507486209616,0.05831363278171788,0.0921985815602837,0.0334909377462569,0.03467297084318361,0.0508274231678487,0.12490149724192279,0.03664302600472814,0.22182821118991333,0.03585500394011033,0.04570527974783295,0.018124507486209616,0.021276595744680854,0.06579984239558707,0.025610717100078808,0.02758077226162333,0.0681639085894405,0.02088258471237195
42,42,0.03276836158192091,0.016572504708097933,0.036911487758945385,0.31337099811676083,0.12580037664783428,0.05649717514124293,0.11826741996233522,0.02184557438794727,0.03276836158192091,0.020338983050847456,0.015819209039548025,0.013935969868173258,0.011676082862523541,0.023728813559322038,0.07532956685499058,0.0384180790960452,0.021092278719397367,0.024858757062146894
43,43,0.026741996233521664,0.042561205273069676,0.052354048964218455,0.025988700564971757,0.020715630885122415,0.06516007532956687,0.022975517890772137,0.05197740112994351,0.025612052730696805,0.13559322033898308,0.019585687382297556,0.020338983050847467,0.09001883239171375,0.1804143126177025,0.02787193973634652,0.024482109227871945,0.11826741996233525,0.04934086629001883
44,44,0.013304566702624952,0.06508450197770584,0.020496224379719524,0.02157497303128371,0.06616325062927002,0.020136641495864794,0.017979144192736423,0.03775620280474649,0.21934555915138437,0.03739661992089176,0.029126213592233007,0.019777058612010064,0.023732470334412076,0.17511686443725274,0.015821646889608052,0.040632865875584304,0.08126573175116862,0.09528946422150303
45,45,0.02966101694915255,0.09604519774011301,0.02212806026365349,0.02542372881355933,0.04755178907721282,0.03013182674199624,0.022598870056497185,0.04943502824858758,0.016478342749529192,0.06591337099811675,0.062146892655367235,0.029661016949152554,0.30555555555555564,0.021186440677966104,0.034369114877589466,0.052730696798493425,0.06732580037664784,0.021657250470809797
46,46,0.026082420448617635,0.019300991131977047,0.031298904538341166,0.022952529994783515,0.03547209181011998,0.12363067292644757,0.03442879499217527,0.029733959311424106,0.038601982263954095,0.03755868544600939,0.03599374021909233,0.046426708398539386,0.23526343244653103,0.04538341158059468,0.029212310902451747,0.05790297339593113,0.08607198748043818,0.06468440271257171
47,47,0.019444444444444448,0.2936507936507937,0.023809523809523815,0.020634920634920638,0.04007936507936509,0.01547619047619048,0.01547619047619048,0.028968253968253973,0.04007936507936509,0.019047619047619053,0.019841269841269847,0.014682539682539686,0.038095238095238106,0.03452380952380953,0.01547619047619048,0.1535714285714286,0.1924603174603175,0.014682539682539686
48,48,0.012834616795012835,0.30913091309130913,0.022002200220022,0.016868353502016868,0.03483681701503484,0.019801980198019802,0.013934726806013934,0.026769343601026768,0.039237257059039236,0.018701870187018698,0.015034836817015033,0.010634396773010635,0.046938027136046924,0.034470113678034466,0.012467913458012467,0.15658232489915658,0.1961862852951962,0.013568023469013566
49,49,0.015378700499807767,0.22645136485966935,0.05113417916186081,0.012302960399846212,0.0130718954248366,0.03767781622452902,0.04844290657439445,0.031910803537101115,0.21261053440984237,0.06305267204921183,0.012687427912341407,0.015378700499807767,0.10957324106113032,0.03383314109957709,0.0196078431372549,0.014225297962322183,0.055747789311803145,0.02691272587466359
50,50,0.01403508771929825,0.23586744639376223,0.05107212475633528,0.011306042884990257,0.015594541910331387,0.03430799220272905,0.04522417153996101,0.03079922027290449,0.23586744639376223,0.05458089668615984,0.014424951267056533,0.024951267056530217,0.06978557504873294,0.04171539961013646,0.01754385964912281,0.018713450292397665,0.05029239766081871,0.033918128654970764
51,51,0.01724829522663458,0.13076614520657842,0.022864019253910954,0.014039310068190935,0.014039310068190935,0.02045728038507822,0.13036502206177297,0.024067388688327317,0.022864019253910954,0.12434817488969113,0.0465302847974328,0.02486963497793823,0.05936622543120737,0.15042117930204574,0.0224628961091055,0.021259526674689135,0.13076614520657842,0.023265142398716406
52,52,0.047254150702426556,0.017879948914431676,0.018731375053214136,0.16177096636866756,0.1375053214133674,0.03959131545338442,0.1962537249893572,0.021711366538952753,0.06981694338016177,0.025542784163473824,0.018305661983822906,0.013622818220519372,0.01915708812260537,0.01915708812260537,0.0604512558535547,0.07066836951894423,0.029374201787994898,0.03320561941251597
53,53,0.020239570425444033,0.09334985543163982,0.2730276745146634,0.01734820322180917,0.03634861627426683,0.04956629491945477,0.01445683601817431,0.029739776951672865,0.039653035935563824,0.04832713754646841,0.03097893432465923,0.027674514663362248,0.02230483271375465,0.14745972738537796,0.031805039239983485,0.02602230483271376,0.06939281288723669,0.02230483271375465
54,54,0.013935969868173257,0.6783427495291903,0.013182674199623351,0.01619585687382297,0.03352165725047081,0.015442561205273068,0.012806026365348397,0.012806026365348397,0.015819209039548022,0.018079096045197737,0.02109227871939736,0.025988700564971746,0.021845574387947268,0.022222222222222223,0.014312617702448209,0.022598870056497175,0.015819209039548022,0.025988700564971746
55,55,0.015098722415795587,0.6720867208672088,0.015873015873015876,0.015873015873015876,0.03406891211769261,0.015873015873015876,0.012001548586914443,0.01316298877274487,0.01742160278745645,0.016260162601626018,0.01780874951606659,0.024390243902439025,0.01897018970189702,0.02632597754548974,0.014324428958575301,0.022067363530778168,0.021680216802168025,0.026713124274099886
56,56,0.013095238095238099,0.6750000000000003,0.01190476190476191,0.016269841269841274,0.032936507936507944,0.020238095238095243,0.010317460317460322,0.011111111111111115,0.013888888888888892,0.019841269841269847,0.024206349206349214,0.028571428571428577,0.01706349206349207,0.026587301587301593,0.014285714285714289,0.021031746031746037,0.01825396825396826,0.025396825396825404
57,57,0.06451612903225806,0.034946236559139796,0.017473118279569898,0.16039426523297495,0.09901433691756274,0.03360215053763441,0.2858422939068101,0.020609318996415774,0.03001792114695341,0.019713261648745522,0.034498207885304666,0.03629032258064517,0.03629032258064517,0.015232974910394268,0.034946236559139796,0.017473118279569898,0.02822580645161291,0.030913978494623663
58,58,0.05594135802469134,0.025077160493827157,0.03356481481481481,0.020061728395061727,0.022762345679012346,0.031249999999999997,0.03356481481481481,0.035493827160493825,0.03472222222222222,0.05015432098765431,0.057484567901234546,0.03317901234567901,0.027006172839506168,0.021219135802469136,0.394675925925926,0.07445987654320986,0.030478395061728388,0.018904320987654318
59,59,0.020061728395061727,0.04475308641975308,0.021604938271604937,0.11574074074074073,0.02044753086419753,0.3368055555555556,0.03047839506172839,0.02314814814814815,0.13503086419753085,0.03125,0.05246913580246912,0.023919753086419755,0.02353395061728395,0.019290123456790126,0.02777777777777778,0.033950617283950615,0.023533950617283955,0.016203703703703703
60,60,0.023411371237458192,0.014864362690449646,0.05759940542549237,0.06131549609810478,0.015607580824972128,0.014492753623188406,0.011148272017837236,0.14455592716462282,0.028985507246376812,0.03567447045707915,0.05982905982905981,0.04496469713861017,0.02564102564102564,0.018580453363062056,0.033073206986250464,0.014864362690449646,0.023782980304719432,0.3716090672612412
61,61,0.07373428474345904,0.027862725110431533,0.03941556235134216,0.027522935779816512,0.024125042473666328,0.03873598369011212,0.011892626571525655,0.4226979272850833,0.02922188243289161,0.051987767584097844,0.022765885151206252,0.02344546381243629,0.01800883452259599,0.03601766904519198,0.019707781175671086,0.022426095820591234,0.042473666326877324,0.06795786612300372
62,62,0.07717171717171717,0.019393939393939397,0.02787878787878788,0.06383838383838383,0.015353535353535355,0.017373737373737375,0.01696969696969697,0.024646464646464653,0.05535353535353534,0.05737373737373737,0.022626262626262626,0.04848484848484848,0.04484848484848485,0.16282828282828285,0.26222222222222225,0.037575757575757575,0.027474747474747478,0.018585858585858588
63,63,0.02086593635889411,0.03703703703703704,0.029212310902451754,0.08763693270735524,0.029733959311424113,0.14814814814814817,0.09389671361502348,0.019300991131977054,0.029733959311424113,0.03547209181011998,0.0464267083985394,0.033385498174230574,0.04538341158059469,0.028690662493479402,0.03860198226395411,0.1721439749608764,0.07094418362023995,0.033385498174230574
64,64,0.04584882280049566,0.01858736059479554,0.020239570425444033,0.06071871127633208,0.020239570425444033,0.017761255679471295,0.043783560512185044,0.0214787277984304,0.04997934737711689,0.019413465510119788,0.01817430813713342,0.04956629491945476,0.017761255679471295,0.024370095002065262,0.04337050805452292,0.015282940933498555,0.033457249070631974,0.4799669558033871
65,65,0.02486963497793823,0.02366626554352186,0.014039310068190933,0.08744484556758922,0.44524669073405543,0.036101083032490974,0.04612916165262735,0.024067388688327314,0.06458082631367827,0.016446048937023665,0.03931006819093461,0.015242679502607298,0.012434817488969114,0.014841556357801844,0.01684717208182912,0.08142799839550739,0.019655034095467306,0.017649418371440028
66,66,0.03380079108234448,0.017619561308881697,0.015102481121898596,0.08737864077669902,0.014383315354189139,0.34340165408126583,0.012585400934915498,0.020855807263574253,0.16073354908306364,0.022294138798993165,0.039554117224020136,0.030564545127651922,0.03344120819848975,0.07479323984178352,0.02157497303128371,0.04602660913340525,0.011147069399496584,0.014742898238043868
67,67,0.02102102102102102,0.04032604032604033,0.03903903903903904,0.06649506649506648,0.029601029601029602,0.04504504504504505,0.033891033891033887,0.1372801372801373,0.062205062205062195,0.02145002145002145,0.04332904332904333,0.025311025311025314,0.019305019305019305,0.2483912483912484,0.021879021879021878,0.01758901758901759,0.07679107679107677,0.05105105105105104
68,68,0.02391975308641975,0.12268518518518517,0.015432098765432098,0.018904320987654318,0.015817901234567902,0.017746913580246913,0.011188271604938271,0.029320987654320986,0.012731481481481479,0.02353395061728395,0.015817901234567902,0.16859567901234565,0.3885030864197531,0.023919753086419752,0.032407407407407406,0.014274691358024689,0.039351851851851846,0.025848765432098762
69,69,0.02528735632183908,0.1164750957854406,0.014942528735632184,0.018773946360153258,0.018007662835249044,0.013409961685823755,0.01149425287356322,0.021455938697318006,0.013026819923371647,0.02260536398467433,0.015325670498084292,0.1636015325670498,0.4011494252873564,0.02528735632183908,0.03563218390804598,0.015325670498084292,0.04252873563218391,0.02567049808429119
70,70,0.027253668763102725,0.026904262753319357,0.015373864430468207,0.029000698812019568,0.036338225017470305,0.05695317959468902,0.05206149545772187,0.020265548567435364,0.025157232704402514,0.2645003494060098,0.027952480782669462,0.19671558350803633,0.06289308176100628,0.035290006988120196,0.013976240391334731,0.03598881900768693,0.02236198462613557,0.05101327742837176
71,71,0.1176711767117671,0.01312013120131201,0.32062320623206225,0.06683066830668305,0.03608036080360803,0.06273062730627305,0.01353013530135301,0.02624026240262402,0.015580155801558013,0.06765067650676504,0.01599015990159901,0.06273062730627305,0.029930299302993024,0.020500205002050017,0.018860188601886017,0.011890118901189012,0.019680196801968017,0.08036080360803605
72,72,0.010469436001350894,0.020601148260722728,0.2056737588652482,0.015197568389057751,0.022965214454576152,0.024991556906450517,0.01519756838905775,0.03140830800405268,0.014184397163120565,0.05673758865248225,0.020938872002701787,0.4069571090847687,0.027355623100303948,0.014184397163120565,0.014522120905099627,0.009793988517392773,0.029719689294157376,0.05910165484633568
73,73,0.22070015220700157,0.04160324708269914,0.03551496702181634,0.04312531709791984,0.14916286149162863,0.1263318112633181,0.05225773718924404,0.04464738711314054,0.01775748351090817,0.021816336884830038,0.039066463723997975,0.022831050228310504,0.021816336884830038,0.01775748351090817,0.06291222729578895,0.03247082699137494,0.02993404363267378,0.020294266869609338
74,74,0.030812324929972,0.040616246498599455,0.10037348272642392,0.08263305322128854,0.10457516339869283,0.046685340802987876,0.014939309056956122,0.11251167133520076,0.01633986928104576,0.03267973856209152,0.1363211951447246,0.03127917833800188,0.02380952380952382,0.033146591970121396,0.05042016806722691,0.07469654528478059,0.04528478057889824,0.02287581699346406
75,75,0.03162055335968379,0.031181379007465967,0.38383838383838387,0.045674132630654375,0.04874835309617919,0.021080368906455867,0.05445761967501097,0.04216073781291173,0.07158541941150637,0.0562143170838823,0.028107158541941155,0.016249451032059728,0.020202020202020204,0.020202020202020204,0.017127799736495388,0.030742204655248136,0.025472112428634175,0.05533596837944663
76,76,0.05450733752620545,0.018867924528301886,0.021802935010482177,0.10649895178197064,0.03522012578616352,0.01928721174004193,0.02054507337526205,0.033962264150943396,0.014255765199161425,0.014675052410901468,0.0830188679245283,0.014675052410901468,0.02557651991614256,0.024318658280922435,0.3857442348008386,0.026415094339622646,0.0389937106918239,0.06163522012578615
77,77,0.02041785375118708,0.09924026590693256,0.014719848053181389,0.01899335232668566,0.023741690408357073,0.04178537511870845,0.09164292497625828,0.0365622032288699,0.028015194681861345,0.037037037037037035,0.040360873694207024,0.023741690408357073,0.06220322886989552,0.060778727445394094,0.026590693257359927,0.32811016144349475,0.03181386514719848,0.014245014245014247
78,78,0.12524538672948568,0.02552021986650962,0.015312131919905773,0.21122889674126424,0.06164114644680015,0.04397330192383196,0.05300353356890459,0.026698076168040836,0.07656065959952885,0.012956419316843345,0.12131919905771496,0.029839026305457404,0.02552021986650962,0.012563800549666274,0.06792304672163328,0.04632901452689438,0.02512760109933255,0.019238319591676482
79,79,0.0501403931006819,0.01965503409546731,0.01965503409546731,0.1291616526273566,0.032089851584436425,0.0224628961091055,0.01444043321299639,0.032089851584436425,0.05134376253509827,0.023666265543521862,0.09546730846369834,0.016847172081829124,0.01724829522663458,0.011632571199358207,0.3337344564781388,0.08584035298836742,0.018451664661050943,0.026073004412354595
80,80,0.016359918200409,0.029993183367416496,0.014996591683708248,0.05725971370143148,0.43285616905248814,0.022835719154737557,0.1059986366734833,0.01874573960463531,0.04396728016359917,0.013292433537832311,0.017382413087934562,0.017382413087934565,0.029993183367416496,0.014996591683708248,0.023176550783912748,0.08827539195637356,0.03612815269256987,0.016359918200409
81,81,0.12141577060931896,0.03405017921146953,0.04032258064516128,0.09229390681003581,0.023745519713261644,0.05555555555555553,0.030017921146953397,0.23342293906810033,0.041218637992831535,0.021505376344086016,0.021953405017921142,0.01836917562724014,0.02732974910394265,0.09363799283154119,0.0353942652329749,0.04614695340501791,0.03673835125448028,0.02688172043010752
82,82,0.011111111111111115,0.04722222222222223,0.021428571428571432,0.01785714285714286,0.04484126984126985,0.026984126984126985,0.017063492063492065,0.03968253968253969,0.0384920634920635,0.07738095238095238,0.02817460317460318,0.034523809523809526,0.022619047619047622,0.3087301587301588,0.0253968253968254,0.03611111111111111,0.18571428571428572,0.01666666666666667
